Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
KT368833,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30118,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-12,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D38(b)/2014, complete genome",MERS,9838
KT368868,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30122,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry136/2015, complete genome",MERS,9838
KT368869,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30111,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry137/2015, complete genome",MERS,9838
KT368871,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30118,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry162/2015, complete genome",MERS,9838
KT368879,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30107,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry86/2015, complete genome",MERS,9838
KT368888,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30116,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-04,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T98/2015, complete genome",MERS,9838
KT368890,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30120,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T157(b)/2015, complete genome",MERS,9838
KT368870,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30110,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry159(b)/2015, complete genome",MERS,9838
KT368826,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30122,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2014-07,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry84N/2014, complete genome",MERS,9838
KT368876,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30121,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-03,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry63/2015, complete genome",MERS,9838
KT368887,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30116,"Sabir,J.S.M., Lam,T.Y., Ahmed,M.M., Li,L., Shen,Y., AboAba,S., Qureshi,M.I., Abu-Zaid,M., Zhang,Y., Khiyami,M.A., Alharbi,N.S., Hajrah,N.H., Sabir,M.J., Mutwakil,M.H.Z., Kabli,S.A., Alsulaimany,F.A.S., Obaid,A.Y., Zhou,B., Smith,D.K., Holmes,E.C., Zhu,H., Guan,Y.","",Saudi Arabia,Camelus dromedarius,unknown,2015-04,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T92/2015, complete genome",MERS,9838
KR061458,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27986,"Boniotti,M.B., Papetti,A., Lavazza,A., Alborali,G., Sozzi,E., Chiapponi,C., Faccini,S., Bonilauri,P., Cordioli,P., Marthaler,D.",26689738,Italy,Sus scrofa,unknown,1/14/2009,"Porcine epidemic diarrhea virus strain Italy/7239/2009, complete genome",Porcine epidemic diarrhea virus,9823
KT374057,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29831,"Seong,M.W., Kim,S.Y., Corman,V.M., Kim,T.S., Cho,S.I., Kim,M.J., Lee,S.J., Lee,J.S., Seo,S.H., Ahn,J.S., Yu,B.S., Park,N., Oh,M.D., Park,W.B., Lee,J.Y., Kim,G., Joh,J.S., Jeong,I., Kim,E.C., Drosten,C., Park,S.S., Seong,M.-W., Lee,J.-S., Oh,M.-D.",26814649,South Korea,Homo sapiens,"lung, oronasopharynx",6/24/2015,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/168-2-2015, complete genome",MERS,9606
KT374056,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29831,"Seong,M.W., Kim,S.Y., Corman,V.M., Kim,T.S., Cho,S.I., Kim,M.J., Lee,S.J., Lee,J.S., Seo,S.H., Ahn,J.S., Yu,B.S., Park,N., Oh,M.D., Park,W.B., Lee,J.Y., Kim,G., Joh,J.S., Jeong,I., Kim,E.C., Drosten,C., Park,S.S., Seong,M.-W., Lee,J.-S., Oh,M.-D.",26814649,South Korea,Homo sapiens,"lung, oronasopharynx",6/21/2015,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/168-1-2015, complete genome",MERS,9606
KP790146,0.146892655367232,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27672,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Shao,Y., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain CK/CH/LHLJ/140901, complete genome",Avian coronavirus,9031
KT225476,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29809,"Plipat,T., Buathong,R., Wacharapluesadee,S., Siriarayapon,P., Pittayawonganon,C., Sangsajja,C., Kaewpom,T., Petcharat,S., Ponpinit,T., Jumpasri,J., Joyjinda,Y., Rodpan,A., Ghai,S., Jittmittraphap,A., Khongwichit,S., Smith,D.R., Corman,V.M., Drosten,C., Hemachudha,T., Pittayawomganon,C., Sangsaija,C., Jittmitraphap,A.",28840828,Thailand,Homo sapiens,"lung, oronasopharynx",6/17/2015,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/THA/CU/17_06_2015, complete genome",MERS,9606
KP688354,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Koster,L.G., Killian,M.L.","",USA: HI,Sus scrofa,feces,11/13/2014,"Porcine epidemic diarrhea virus strain Hawaii/39249/2014, complete genome",Porcine epidemic diarrhea virus,9823
KT156561,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Queen,K., Al-Jardani,A., Zhang,J., Al Kindi,H., Li,Y., Tao,Y., Al Baqlani,S., Al Mahrouqi,S., Tong,S.","",Oman,Homo sapiens,oronasopharynx,12/28/2013,"Middle East respiratory syndrome coronavirus strain Hu/Oman_2874_2013, complete genome",MERS,9606
KT026454,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Park,W.B., Kwon,N.J., Choe,P.G., Choi,S.J., Oh,H.S., Lee,S.M., Chong,H., Kim,J.I., Song,K.H., Bang,J.H., Kim,E.S., Kim,H.B., Park,S.W., Kim,N.J., Oh,M.D., Queen,K., Bin Saeed,A., Paden,C., Zhang,J., Li,Y., Tao,Y., Erdman,D., Tong,S.",26839489,Saudi Arabia,Homo sapiens,oronasopharynx,3/1/2015,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh_KSA_4050_2015, complete genome",MERS,9606
KT026456,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30120,"Park,W.B., Kwon,N.J., Choe,P.G., Choi,S.J., Oh,H.S., Lee,S.M., Chong,H., Kim,J.I., Song,K.H., Bang,J.H., Kim,E.S., Kim,H.B., Park,S.W., Kim,N.J., Oh,M.D., Queen,K., Tamin,A., Bin Saeed,A., Paden,C., Zhang,J., Li,Y., Tao,Y., Erdman,D., Tong,S.",26839489,Saudi Arabia,Homo sapiens,oronasopharynx,3/1/2015,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh_KSA_4050_2015, complete genome",MERS,9606
KT006149,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30114,"Lu,R., Wang,Y., Wang,W., Nie,K., Zhao,Y., Su,J., Deng,Y., Zhou,W., Li,Y., Wang,H., Ke,C., Ma,X., Wu,G., Tan,W., Zhang,Y., Zou,L., Niu,P., Zhang,S., Wu,J.",26272560,China,Homo sapiens,oronasopharynx,5/27/2015,"Middle East respiratory syndrome coronavirus strain ChinaGD01, complete genome",MERS,9606
KR011756,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28024,"Grasland,B., Bigault,L., Bernard,C., Quenault,H., Toulouse,O., Fablet,C., Rose,N., Touzain,F., Blanchard,Y.",26044419,France,Sus scrofa,abdominal cavity,12/1/2014,"Porcine epidemic diarrhea virus strain FR/001/2014, complete genome",Porcine epidemic diarrhea virus,9823
KR003452,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28028,"Theuns,S., Conceicao-Neto,N., Christiaens,I., Zeller,M., Desmarets,L.M., Roukaerts,I.D., Acar,D.D., Heylen,E., Matthijnssens,J., Nauwynck,H.J., Desmarets,L.M.B.",25999551,Belgium,Sus scrofa,feces,2015-01,"Porcine epidemic diarrhea virus isolate 15V010/BEL/2015, complete genome",Porcine epidemic diarrhea virus,9823
KP162057,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27959,"Zhu,L., Liu,Y., Song,C.","",China,Sus scrofa,unknown,3/15/2014,"Porcine epidemic diarrhea virus isolate SC1402, complete genome",Porcine epidemic diarrhea virus,9823
KP118890,0.146892655367232,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27682,"Xu,Q., Zhang,T., Han,Z., Gao,M., Wang,Q., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LHB/130578, complete genome",Avian coronavirus,9031
KJ361502,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29783,"Ar Gouilh,M., Thiberge,J.M., Diancourt,L., Vandenbogaert,M., Briand,D., Batejat,C., Coralie,G., Rousseau,C., Fichenick,F., van der Werf,S., Burguiere,A., Enouf,V., Manuguerra,J.C., Caro,V.","",France,Homo sapiens,oronasopharynx,5/7/2013,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_InSpu_Sanger, complete genome",MERS,9606
KM609213,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Sun,M., Ma,J., Wang,Y., Wang,M., Song,W., Zhang,W., Lu,C., Yao,H.",25694517,China: ZheJiang,Sus scrofa,abdominal cavity,2014-03,"Porcine epidemic diarrhea virus strain PEDV-WS, complete genome",Porcine epidemic diarrhea virus,9823
KM210277,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30031,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.","",United Kingdom,Homo sapiens,"lung, oronasopharynx",2/13/2013,"Middle East respiratory syndrome coronavirus isolate England/4/2013, complete genome",MERS,9606
KM210278,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30035,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.","",United Kingdom,Homo sapiens,oronasopharynx,2/10/2013,"Middle East respiratory syndrome coronavirus isolate England/3/2013, complete genome",MERS,9606
KJ645673,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,abdominal cavity,11/28/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota78/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645704,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,6/26/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota52/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645683,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: NorthCarolina,Sus scrofa,feces,12/8/2013,"Porcine epidemic diarrhea virus strain USA/NorthCarolina91/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645697,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Texas,Sus scrofa,abdominal cavity,11/12/2013,"Porcine epidemic diarrhea virus strain USA/Texas128/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645638,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Colorado,Sus scrofa,abdominal cavity,7/22/2013,"Porcine epidemic diarrhea virus strain USA/Colorado30/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645640,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Oklahoma,Sus scrofa,feces,7/24/2013,"Porcine epidemic diarrhea virus strain USA/Oklahoma32/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645644,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Oklahoma,Sus scrofa,feces,9/7/2013,"Porcine epidemic diarrhea virus strain USA/Oklahoma38/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645668,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,11/25/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota73/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645701,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Kansas,Sus scrofa,abdominal cavity,1/27/2014,"Porcine epidemic diarrhea virus strain USA/Kansas125/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645635,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Indiana,Sus scrofa,abdominal cavity,6/8/2013,"Porcine epidemic diarrhea virus strain USA/Indiana12.83/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645702,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Ohio,Sus scrofa,feces,1/29/2014,"Porcine epidemic diarrhea virus strain USA/Ohio126/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645642,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Oklahoma,Sus scrofa,feces,8/26/2013,"Porcine epidemic diarrhea virus strain USA/Oklahoma35/2013, complete genome",Porcine epidemic diarrhea virus,9823
KM015348,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30042,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.","",United Kingdom,Homo sapiens,oronasopharynx,2/10/2013,"Middle East respiratory syndrome coronavirus isolate England/2/2013, complete genome",MERS,9606
KJ713295,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30113,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-505, complete genome",MERS,9838
KJ713297,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30114,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-503, complete genome",MERS,9838
KJ713296,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30113,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-378, complete genome",MERS,9838
KJ713298,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30083,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-363, complete genome",MERS,9838
KJ713299,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30116,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-376, complete genome",MERS,9838
KJ196348,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Yang,D.Q., Ge,F.F., Ju,H.B., Wang,J., Liu,J., Ning,K., Liu,P.H., Zhou,J.P., Sun,Q.Y., Yang,D., Ge,F., Ju,H., Liu,P., Zhou,J., Sun,Q.",24818713,China,Sus scrofa,unknown,2/5/2013,"Porcine epidemic diarrhea virus strain SHQP/YM/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ399978,0.146892655367232,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28029,"Wang,L., Byrum,B., Zhang,Y.",24750580,USA: Ohio,Sus scrofa,unknown,1/15/2014,"Porcine epidemic diarrhea virus strain OH851, complete genome",Porcine epidemic diarrhea virus,9823
KJ477103,0.146892655367232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30101,"Chu,D.K., Poon,L.L., Gomaa,M.M., Shehata,M.M., Perera,R.A., Abu Zeid,D., El Rifay,A.S., Siu,L.Y., Guan,Y., Webby,R.J., Ali,M.A., Peiris,M., Kayali,G., Chan,R.W., Hemida,M.G., Alnaeem,A., Tao,K.P., Ng,H.Y., Chan,M.C., Nicholls,J.M., Peiris,J.S., Chu,D.K.W., Poon,L.L.M., Ali,M., Peiris,M.J.S.","24856660, 25174549",Egypt,Camelus dromedarius,unknown,2013,"Middle East respiratory syndrome-related coronavirus isolate NRCE-HKU270, complete genome",MERS,9838
