Accession,mean,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
MF094686,57.6140357142857,Swine acute diarrhea syndrome related coronavirus,Unknown,Alphacoronavirus,27198,"Zhou,P., Fan,H., Lan,T., Yang,X.L., Shi,W.F., Zhang,W., Zhu,Y., Zhang,Y.W., Xie,Q.M., Mani,S., Zheng,X.S., Li,B., Li,J.M., Guo,H., Pei,G.Q., An,X.P., Chen,J.W., Zhou,L., Mai,K.J., Wu,Z.X., Li,D., Anderson,D.E., Zhang,L.B., Li,S.Y., Mi,Z.Q., He,T.T., Cong,F., Guo,P.J., Huang,R., Luo,Y., Liu,X.L., Chen,J., Huang,Y., Sun,Q., Zhang,X.L., Wang,Y.Y., Xing,S.Z., Chen,Y.S., Sun,Y., Li,J., Daszak,P., Wang,L.F., Shi,Z.L., Tong,Y.G., Ma,J.Y., Zhang,Y., Shailendra,M., Zheng,X., Yang,X., Pei,G., An,X., Mai,K., Wu,Z., Anderson,D., Zhang,L., Li,S., Mi,Z., He,T., Liu,X., Zhang,X., Cheng,Y., Xie,Q., Wang,L.-F., Shi,Z., Tong,Y., Ma,J.",29618817,China,Rhinolophus sp.,unknown,"","Swine acute diarrhea syndrome related coronavirus isolate 8495, complete genome",Swine acute diarrhea syndrome related coronavirus,
MF094687,57.7725925925926,Swine acute diarrhea syndrome related coronavirus,Unknown,Alphacoronavirus,27174,"Zhou,P., Fan,H., Lan,T., Yang,X.L., Shi,W.F., Zhang,W., Zhu,Y., Zhang,Y.W., Xie,Q.M., Mani,S., Zheng,X.S., Li,B., Li,J.M., Guo,H., Pei,G.Q., An,X.P., Chen,J.W., Zhou,L., Mai,K.J., Wu,Z.X., Li,D., Anderson,D.E., Zhang,L.B., Li,S.Y., Mi,Z.Q., He,T.T., Cong,F., Guo,P.J., Huang,R., Luo,Y., Liu,X.L., Chen,J., Huang,Y., Sun,Q., Zhang,X.L., Wang,Y.Y., Xing,S.Z., Chen,Y.S., Sun,Y., Li,J., Daszak,P., Wang,L.F., Shi,Z.L., Tong,Y.G., Ma,J.Y., Zhang,Y., Shailendra,M., Zheng,X., Yang,X., Pei,G., An,X., Mai,K., Wu,Z., Anderson,D., Zhang,L., Li,S., Mi,Z., He,T., Liu,X., Zhang,X., Cheng,Y., Xie,Q., Wang,L.-F., Shi,Z., Tong,Y., Ma,J.",29618817,China,Rhinolophus sp.,unknown,"","Swine acute diarrhea syndrome related coronavirus isolate 141388, complete genome",Swine acute diarrhea syndrome related coronavirus,
MF094688,57.7725925925926,Swine acute diarrhea syndrome related coronavirus,Unknown,Alphacoronavirus,27177,"Zhou,P., Fan,H., Lan,T., Yang,X.L., Shi,W.F., Zhang,W., Zhu,Y., Zhang,Y.W., Xie,Q.M., Mani,S., Zheng,X.S., Li,B., Li,J.M., Guo,H., Pei,G.Q., An,X.P., Chen,J.W., Zhou,L., Mai,K.J., Wu,Z.X., Li,D., Anderson,D.E., Zhang,L.B., Li,S.Y., Mi,Z.Q., He,T.T., Cong,F., Guo,P.J., Huang,R., Luo,Y., Liu,X.L., Chen,J., Huang,Y., Sun,Q., Zhang,X.L., Wang,Y.Y., Xing,S.Z., Chen,Y.S., Sun,Y., Li,J., Daszak,P., Wang,L.F., Shi,Z.L., Tong,Y.G., Ma,J.Y., Zhang,Y., Shailendra,M., Zheng,X., Yang,X., Pei,G., An,X., Mai,K., Wu,Z., Anderson,D., Zhang,L., Li,S., Mi,Z., He,T., Liu,X., Zhang,X., Cheng,Y., Xie,Q., Wang,L.-F., Shi,Z., Tong,Y., Ma,J.",29618817,China,Rhinolophus,unknown,"","Swine acute diarrhea syndrome related coronavirus isolate 162140, complete genome",Swine acute diarrhea syndrome related coronavirus,
MF095123,45.37025,Coronavirus HKU15,Deltacoronavirus,Deltacoronavirus,25399,"Zhang,M., Liu,D., Luo,R., He,Q.","",China,Sus scrofa,unknown,2/15/2017,"Porcine deltacoronavirus isolate CHN-HG-2017, complete genome",Coronavirus HKU15,9823
MF113046,60.7896818181818,Alphacoronavirus Mink/China/1/2016,Alphacoronavirus,Alphacoronavirus,28924,"Wang,K., Zhuang,Q., Qiu,Y., Chen,J.","",China,Mustela lutreola,unknown,2016,"Alphacoronavirus Mink/China/1/2016, complete genome",Alphacoronavirus Mink/China/1/2016,9666
MF167434,56.8456428571429,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Alphacoronavirus,27171,"Gong,L., Li,J., Zhou,Q., Xu,Z., Chen,L., Zhang,Y., Xue,C., Wen,Z., Cao,Y.",28654418,China,Sus scrofa,unknown,3/6/2017,"Porcine enteric alphacoronavirus GDS04, complete genome",Rhinolophus bat coronavirus HKU2,9823
MF280390,44.4443076923077,Coronavirus HKU15,Deltacoronavirus,Deltacoronavirus,25402,"Xu,Z., Zhong,H., Zhou,Q., Du,Y., Chen,L., Zhang,Y., Xue,C., Cao,Y., Li,C.",29569144,China,Sus scrofa,unknown,2016,"Porcine deltacoronavirus strain CHN-GD-2016, complete genome",Coronavirus HKU15,9823
MF281416,57.53328,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28005,"Chung,H.C., Nguyen,V.G., Oh,W.T., Park,B.K.","",South Korea: Kyung Buk,Sus scrofa,"feces, abdominal cavity",2/21/2017,"Porcine epidemic diarrhea virus isolate NB1, complete genome",Porcine epidemic diarrhea virus,9823
MF314143,60.7857272727273,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30737,"Dinwiddie,D.L., Kennedy,J.L., Schwalm,K.C., Stoner,A.N., Abramo,T.J.","","USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,3/7/2016,"Human coronavirus OC43 isolate HCoV-OC43/USA/ACRI_0052/2016, complete genome",Human coronavirus OC43,9606
MF346935,56.1110740740741,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28035,"Cao,D., Hu,G.","",China: Jilin province,Sus scrofa,abdominal cavity,2016-07,"Porcine epidemic diarrhea virus isolate CH/JLDH/2016, complete genome",Porcine epidemic diarrhea virus,9823
MF370205,57.6392857142857,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Alphacoronavirus,27155,"Pan,Y., Tian,X., Qin,P., Wang,B., Zhao,P., Yang,Y.-L., Wang,L., Wang,D., Song,Y., Zhang,X., Huang,Y.-W., Huang,Y.W.","",China: Guangdong,Sus scrofa,abdominal cavity,2017,"Rhinolophus bat coronavirus HKU2 isolate Swine enteric alphacoronavirus CH/GD-01/2017/P2, complete genome",Rhinolophus bat coronavirus HKU2,9823
MF374983,58.8972647058824,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30721,"Dinwiddie,D.L., Schwalm,K.C., Denson,J.L., Dehority,W.N.","","USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2/1/2016,"Human coronavirus OC43 isolate HCoV-OC43/USA/TCNP_0070/2016, complete genome",Human coronavirus OC43,9606
MF374984,59.8700303030303,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30713,"Dinwiddie,D.L., Schwalm,K.C., Denson,J.L., Dehority,W.N.","","USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,1/3/2017,"Human coronavirus OC43 isolate HCoV-OC43/USA/TCNP_00204/2017, complete genome",Human coronavirus OC43,9606
MF374985,59.8700303030303,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30705,"Dinwiddie,D.L., Schwalm,K.C., Denson,J.L., Dehority,W.N.","","USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,1/17/2017,"Human coronavirus OC43 isolate HCoV-OC43/USA/TCNP_00212/2017, complete genome",Human coronavirus OC43,9606
MF375374,56.1110740740741,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28079,"Kai,L., Ping,S.D., Yu,Y., Fan,Z.F., Ming,Z., Nan,G.N., Jun,H.H., Yan,H.D., Xin,T.Y.","",China,Sus scrofa,unknown,5/21/2017,"Porcine epidemic diarrhea virus isolate CH/JXJA/2017, complete genome",Porcine epidemic diarrhea virus,9823
MF421319,57.1110666666667,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27647,"Marandino,A., Tomas,G., Panzera,Y., Greif,G., Parodi-Talice,A., Hernandez,M., Techera,C., Hernandez,D., Perez,R.",28705717,Uruguay,Gallus gallus,unknown,2009,"Infectious bronchitis virus isolate UY/09/CA/01, complete genome",Avian coronavirus,9031
MF421320,54.2104736842105,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27634,"Marandino,A., Tomas,G., Panzera,Y., Greif,G., Parodi-Talice,A., Hernandez,M., Techera,C., Hernandez,D., Perez,R.",28705717,Uruguay,Gallus gallus,unknown,2011,"Infectious bronchitis virus isolate UY/11/CA/18, complete genome",Avian coronavirus,9031
MF431742,44.4443076923077,Coronavirus HKU15,Deltacoronavirus,Deltacoronavirus,25420,"Zhang,X., Liu,C., Chen,R.","",China,Sus scrofa,feces,2015,"Porcine deltacoronavirus strain GD, complete genome",Coronavirus HKU15,9823
MF431743,45.2523636363636,Coronavirus HKU15,Deltacoronavirus,Deltacoronavirus,25414,"Liu,C., Zhang,X., Zhang,Z., Chen,R.","",China,Sus scrofa,feces,2014,"Porcine deltacoronavirus strain SD, complete genome",Coronavirus HKU15,9823
MF462814,57.0138333333333,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28063,"Zheng,H., Dong,J.","",China,Sus scrofa,unknown,9/10/2016,"Porcine epidemic diarrhea virus strain CH/SXYL/2016, complete genome",Porcine epidemic diarrhea virus,9823
MF508703,52.1575,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27590,"Feng,K., Xue,Y., Wang,J., Chen,W., Chen,F., Bi,Y., Xie,Q.",25636916,China,Gallus gallus,unknown,1/1/2013,"Infectious bronchitis virus isolate YX10 D90 vaccine, complete genome",Avian coronavirus,9031
MF542265,54.9579642857143,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27271,"Bonny,T.S., Subramaniam,K., Waltzek,T.B., Elbadry,M.A., Beau De Rochars,V.M., Telisma,T., Rashid,M., Morris,J.G. Jr., Lednicky,J.A.",29167251,Haiti,Homo sapiens,blood,2016-03,"Human coronavirus 229E strain 229E/Haiti-1/2016, complete genome",Human coronavirus 229E,9606
MF593268,65.0207,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30009,"Geldenhuys,M., Mortlock,M., Weyer,J., Bezuidt,O., Seamark,E.C.J., Kearney,T., Gleasner,C., Erkkila,T.H., Cui,H., Markotter,W., Seamark,E., Tracy,E.",29579103,South Africa,Neoromicia capensis,feces,4/20/2015,"Middle East respiratory syndrome-related coronavirus strain Neoromicia/5038, complete genome",MERS,110938
MF593473,56.1111,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27389,"Li,Y., Khalafalla,A.I., Paden,C.R., Yusof,M.F., Eltahir,Y.M., Al Hammadi,Z.M., Tao,Y., Queen,K., Al Hosani,F., Gerber,S.I., Hall,A.J., Al Muhairi,S., Tong,S., hALL,A.J.","",United Arab Emirates,Camelus dromedarius,oronasopharynx,2015,"Camel alphacoronavirus Abu Dhabi B38, complete genome",Human coronavirus 229E,9838
MF598594,64.6650357142857,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B1_2015, complete genome",MERS,9838
MF598595,64.6650357142857,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B2_2015, complete genome",MERS,9838
MF598596,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B4_2015, complete genome",MERS,9838
MF598597,64.0147407407407,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B5_2015, complete genome",MERS,9838
MF598598,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B6_2015, complete genome",MERS,9838
MF598599,62.354,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B7_2015, complete genome",MERS,9838
MF598600,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B8_2015, complete genome",MERS,9838
MF598601,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B9_2015, complete genome",MERS,9838
MF598602,65.4512307692308,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B10_2015, complete genome",MERS,9838
MF598603,64.6650357142857,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B11_2015, complete genome",MERS,9838
MF598604,65.4512307692308,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B12_2015, complete genome",MERS,9838
MF598605,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B13_2015, complete genome",MERS,9838
MF598606,65.1948076923077,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B14_2015, complete genome",MERS,9838
MF598607,64.6650357142857,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B15_2015, complete genome",MERS,9838
MF598608,64.6650357142857,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B16_2015, complete genome",MERS,9838
MF598609,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B17_2015, complete genome",MERS,9838
MF598610,63.354724137931,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B18_2015, complete genome",MERS,9838
MF598611,65.4512307692308,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B19_2015, complete genome",MERS,9838
MF598612,65.4512307692308,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B20_2015, complete genome",MERS,9838
MF598613,65.4512307692308,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Yusof,M.F., Queen,K., Eltahir,Y.M., Paden,C.R., Al Hammadi,Z.M.A.H., Tao,Y., Li,Y., Khalafalla,A.I., Shi,M., Zhang,J., Mohamed,M.S.A.E., Abd Elaal Ahmed,M.H., Azeez,I.A., Bensalah,O.K., Eldahab,Z.S., Al Hosani,F.I., Gerber,S.I., Hall,A.J., Tong,S., Al Muhairi,S.S., Al Hammadi,Z.M., Mohamed,M.S., Ahmed,M.H.",29116217,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B21_2015, complete genome",MERS,9838
